release_year,metascore,price_usd,hours_gameplay,marketing_score,social_hype,discount_pct,bugs_reported,rating_count,rating
2020,88.99,37.15,50.49,10.99,20.3,18.36,4,1569,67.36
2015,75.26,37.85,56.27,3.46,26.1,7.65,6,1092,55.95
2018,86.06,61.49,52.28,11.81,34.91,32.73,4,2047,68.57
2024,79.08,19.37,21.77,4.14,54.48,51.48,5,1594,61.28
2020,80.11,80.0,69.23,8.64,41.05,40.68,5,2016,62.7
2020,81.13,57.67,63.95,13.65,2.66,17.76,6,1630,62.61
2025,80.03,47.68,39.3,6.55,58.46,33.7,3,2253,70.47
2019,81.78,44.34,22.52,3.98,4.82,42.89,8,677,55.76
2015,87.96,48.43,37.24,9.96,36.2,43.69,2,1750,70.84
2022,77.77,51.25,14.16,4.46,44.45,39.99,12,1729,58.11
2019,82.38,52.74,73.65,5.8,41.59,52.25,8,1617,65.67
2019,75.19,51.67,25.91,8.66,8.84,52.21,6,1136,54.06
2021,88.96,46.07,31.42,16.72,47.16,34.74,4,2833,71.35
2018,69.91,42.63,71.09,7.51,33.68,25.79,6,1533,57.62
2020,92.21,43.18,66.96,7.49,19.46,38.49,3,1043,69.08
2018,75.64,42.66,43.53,11.5,15.09,49.09,4,1455,62.65
2017,63.12,58.61,79.05,7.62,34.05,0.34,5,1752,51.1
2021,77.15,52.12,21.38,10.82,35.87,59.52,6,1845,61.22
2022,69.87,10.0,43.54,14.11,8.51,10.97,8,1714,53.07
2018,83.57,52.87,21.48,6.07,37.0,28.21,4,1634,62.19
2016,70.13,47.34,62.04,2.0,44.8,52.32,5,1256,60.09
2024,71.98,44.78,60.98,4.52,7.67,13.5,5,871,52.83
2017,58.99,40.34,81.79,15.26,41.68,28.61,7,2428,50.6
2015,71.93,58.49,36.66,7.24,46.42,7.95,5,2120,55.87
2022,54.19,56.37,92.87,6.03,19.9,23.7,7,1148,50.0
2017,61.74,35.73,20.47,14.88,63.99,10.63,4,3011,52.74
2024,82.84,49.88,35.64,6.95,15.48,21.82,12,888,51.69
2021,83.07,33.34,20.89,2.11,20.59,22.41,3,699,60.47
2024,79.83,28.44,40.55,2.99,15.57,59.59,0,637,67.66
2019,67.3,37.48,21.94,9.5,58.89,59.69,10,2148,50.91
2024,75.57,55.35,62.13,7.1,23.38,6.89,14,1220,50.0
2019,75.97,56.44,46.54,17.69,21.33,43.56,6,2069,55.14
2021,65.57,51.16,19.48,4.76,12.86,3.1,5,879,50.0
2023,89.53,53.7,55.09,6.14,53.64,1.81,3,2159,73.69
2019,83.9,51.19,76.31,4.35,15.72,6.32,3,585,62.24
2015,74.01,37.3,48.79,5.41,17.27,57.93,7,1254,58.11
2024,76.24,50.18,16.24,2.37,3.89,56.45,6,300,54.32
2024,77.88,54.6,33.89,5.86,16.27,11.64,5,788,55.11
2015,57.62,54.05,51.92,7.16,8.36,9.7,4,1026,50.0
2016,73.78,59.27,32.21,6.81,25.46,14.43,6,1203,55.03
2020,69.86,53.5,20.32,26.84,40.16,30.93,10,3539,55.55
2023,66.99,49.22,65.62,22.2,18.87,34.18,3,2508,61.85
2022,73.47,57.84,31.49,4.71,20.77,13.3,2,820,56.32
2019,92.18,44.68,76.34,2.17,10.81,45.4,5,606,67.09
2015,81.77,34.42,27.59,6.96,59.03,18.57,7,2086,61.89
2021,70.86,43.04,30.52,9.26,52.6,55.33,7,1936,55.25
2019,81.15,36.06,26.43,4.41,41.09,39.4,10,1545,61.11
2020,88.59,36.9,33.59,4.54,39.22,26.18,7,1195,63.54
2021,84.32,43.27,46.16,19.1,11.13,47.39,8,1885,61.56
2017,76.54,35.49,20.92,6.33,34.74,49.07,8,1685,58.61
2024,70.18,41.3,18.72,10.99,32.96,17.43,7,1653,51.87
2017,82.28,22.28,12.92,4.23,35.99,20.38,3,884,63.46
2019,79.54,47.56,11.93,7.14,3.39,56.16,7,875,60.29
2020,84.06,45.01,16.35,6.04,16.28,9.88,6,926,60.29
2023,81.72,35.19,27.49,4.93,10.63,2.53,5,695,57.73
2019,85.45,52.91,40.18,14.78,15.51,27.24,9,1735,57.4
2015,71.18,56.25,44.88,3.21,19.28,48.07,4,829,53.32
2018,87.86,25.71,39.23,8.85,28.01,46.3,9,1405,66.28
2019,77.78,35.85,72.06,5.97,35.15,55.17,5,1712,61.98
2024,94.68,35.77,83.3,9.48,52.24,31.99,5,1941,80.76
2024,69.8,33.72,31.57,6.02,13.64,6.0,9,993,50.0
2019,91.62,54.95,21.12,12.43,40.46,35.32,7,2308,68.59
2021,77.78,42.67,95.71,4.2,27.16,46.7,4,942,61.43
2018,70.14,41.83,64.52,14.8,4.74,5.6,9,1340,50.8
2015,71.65,20.95,62.18,7.26,29.54,10.36,6,1611,54.56
2019,73.12,52.63,26.89,3.33,50.12,0.74,4,1391,59.87
2021,79.82,30.13,55.76,11.11,48.59,35.62,5,2161,69.16
2024,80.71,45.72,39.39,6.56,21.97,53.2,4,1332,65.36
2024,70.84,48.33,35.27,2.65,25.38,40.24,10,893,50.0
2020,75.78,61.33,35.24,9.02,39.86,58.92,5,1530,59.64
2019,95.28,29.29,47.23,13.52,36.43,3.78,7,2509,75.49
2018,91.55,10.0,73.21,15.95,30.43,54.18,6,2180,77.26
2016,79.93,47.21,99.63,5.89,18.83,48.84,3,958,62.76
2018,76.34,66.61,29.46,8.06,45.21,18.85,6,1942,55.56
2024,77.08,59.87,40.54,7.62,18.09,58.41,8,1288,55.0
2024,81.52,47.52,34.81,18.06,44.4,17.28,9,3179,61.81
2017,66.79,39.1,45.66,4.54,11.15,53.36,13,412,50.0
2024,73.68,54.69,32.57,5.59,37.56,52.84,5,1619,53.84
2015,60.98,33.32,91.49,4.48,10.67,45.46,7,826,50.08
2022,79.59,50.72,25.2,3.1,42.8,33.81,6,1340,56.21
2019,81.82,51.07,29.48,8.57,52.77,7.2,7,2275,59.37
2018,71.65,57.72,27.11,19.31,27.35,31.92,4,2687,54.56
2022,90.17,78.12,33.92,6.56,36.83,21.41,5,1295,62.81
2021,64.97,49.71,17.07,4.35,50.21,47.53,10,1984,51.89
2016,62.82,38.89,27.39,8.27,47.33,45.49,1,1688,56.51
2015,78.02,44.69,45.44,10.52,15.55,54.64,7,1184,55.73
2025,85.42,23.77,45.27,6.73,22.33,0.89,7,1150,63.99
2018,91.16,36.66,41.72,17.15,56.26,48.55,4,3383,81.02
2022,71.87,40.09,70.08,4.54,26.09,56.31,3,1028,59.97
2016,85.71,38.71,46.35,6.22,36.54,47.36,4,1499,72.52
2017,75.65,46.83,68.96,8.83,20.01,7.81,1,1596,64.01
2015,74.45,35.13,99.66,9.35,27.91,4.88,5,1532,61.49
2015,83.95,58.45,56.46,7.6,58.45,1.25,4,1971,63.58
2017,81.87,45.0,17.12,3.43,21.87,37.72,9,798,56.88
2025,61.81,44.89,42.56,30.05,27.37,37.78,8,3786,54.93
2019,89.29,41.07,39.43,6.41,23.56,59.21,4,1211,70.32
2017,88.42,46.86,76.27,7.89,44.87,23.88,8,2219,66.54
2015,70.37,54.9,34.57,10.7,34.16,19.91,1,2003,59.21
2015,79.56,34.59,23.31,5.04,18.85,37.47,3,834,59.04
2022,80.45,37.1,28.26,7.65,6.97,49.54,6,910,54.44
2024,78.35,41.36,17.5,4.92,28.7,56.21,8,1032,58.77
2025,71.05,28.85,5.0,9.48,42.32,48.19,6,1838,53.37
2016,69.96,35.17,91.7,6.26,25.44,25.6,7,2037,57.77
2017,75.77,39.29,37.03,8.68,36.67,38.09,5,1925,61.67
2016,86.55,55.49,18.5,3.94,27.1,51.38,4,1207,65.56
2017,80.89,48.15,79.67,4.49,40.15,29.44,4,1318,63.68
2021,72.66,47.32,86.32,3.26,46.34,13.0,7,1751,57.71
2015,82.95,55.21,40.13,4.82,5.33,10.18,4,789,60.06
2024,50.36,43.35,16.56,2.0,22.17,0.01,4,1083,50.0
2022,86.34,49.69,28.63,6.15,22.66,43.09,8,1480,65.91
2024,60.34,43.76,32.64,5.36,25.84,6.67,6,889,50.0
2024,72.74,48.18,37.68,8.09,13.91,14.63,6,916,52.05
2024,65.92,38.01,19.88,7.59,32.97,17.87,5,1365,50.0
2016,64.35,15.73,58.76,15.71,17.0,33.62,6,1748,54.97
2017,86.45,43.39,9.32,35.04,28.48,23.88,6,4099,72.5
2023,71.79,62.07,63.49,14.62,24.98,40.48,4,1912,58.07
2021,79.12,56.11,70.14,5.63,11.6,3.34,2,1198,62.18
2018,75.58,56.58,30.17,5.5,20.73,7.44,6,1383,53.36
2024,80.29,59.83,35.45,12.44,39.99,29.95,6,2181,63.13
2019,76.69,46.06,74.47,2.69,17.94,20.22,4,1056,61.32
2016,64.45,47.37,50.93,6.12,34.28,17.75,4,1706,54.55
2025,84.97,37.59,30.75,6.41,27.82,4.02,4,1223,63.35
2022,71.56,41.21,32.73,10.49,5.24,53.74,8,766,50.0
2018,61.99,52.39,47.36,10.68,6.22,41.51,5,1131,50.0
2023,72.15,59.45,87.61,4.73,11.39,7.3,5,618,53.89
2019,89.51,43.33,33.27,5.76,10.23,3.9,4,840,69.24
2023,83.65,39.6,30.25,9.65,73.52,58.49,5,2771,70.17
2018,72.86,45.01,37.54,4.58,38.48,40.87,5,1408,58.19
2024,72.86,52.21,37.66,15.24,23.15,25.05,6,2121,55.24
2019,73.11,27.67,43.21,10.65,23.79,42.1,7,1388,54.47
2023,94.69,17.45,35.51,8.19,20.4,45.38,8,1362,68.64
2022,79.44,38.39,65.36,9.34,41.92,46.8,8,1856,57.86
2017,79.87,30.35,22.31,5.58,18.8,28.67,12,1036,55.87
2015,85.27,38.9,45.64,5.07,24.43,25.79,4,1265,60.34
2017,78.15,43.23,46.54,5.73,39.71,0.66,2,1316,60.83
2018,73.67,39.56,23.45,9.97,22.08,55.59,4,1449,56.25
2016,74.23,62.43,45.41,8.34,7.71,36.2,3,963,54.25
2015,75.36,48.92,47.16,5.73,55.12,12.19,11,1830,56.52
2021,75.66,48.61,6.65,11.59,30.46,55.18,8,2024,57.32
2022,82.55,52.47,21.11,6.66,38.81,54.9,8,1473,58.16
2021,76.47,31.33,77.55,4.87,38.28,59.35,6,1320,61.2
2019,82.59,57.47,26.62,8.61,42.72,52.44,11,1758,56.55
2015,75.27,44.09,18.47,4.02,12.43,59.87,3,890,58.25
2021,76.71,53.05,11.59,2.68,9.33,14.68,3,400,54.21
2021,58.02,32.14,20.0,7.37,55.49,50.53,2,2170,58.33
2023,84.25,26.35,34.72,4.98,32.21,49.38,6,1634,61.79
2017,79.12,54.81,17.69,6.34,0.65,13.86,4,605,54.84
2023,84.98,49.52,51.26,4.14,32.39,5.91,14,1403,53.82
2015,49.93,34.18,23.21,15.26,10.71,58.77,5,2018,50.0
2015,94.8,34.56,43.37,4.97,17.38,17.76,5,1091,70.22
2018,74.74,58.51,72.06,5.7,28.34,52.25,8,1247,57.32
2023,85.97,30.73,69.84,9.27,18.38,0.25,8,1456,63.39
2020,66.64,64.71,43.0,3.24,55.24,1.26,7,1457,50.0
2025,81.51,34.19,19.23,3.09,8.49,27.95,6,366,59.32
2017,66.52,52.66,35.98,9.29,37.31,14.32,10,1706,50.0
2015,70.39,41.06,43.71,5.66,27.02,41.39,4,1616,59.47
2018,93.23,52.24,108.85,4.3,10.73,33.93,9,531,68.2
2023,74.28,38.47,11.51,10.61,44.61,4.65,8,1975,55.26
2017,77.96,43.05,36.05,4.54,31.26,9.76,6,1025,59.55
2023,83.83,45.49,50.35,6.27,7.41,23.28,6,881,60.97
2021,80.46,32.97,39.07,4.32,37.52,11.14,10,1374,56.01
2018,77.35,53.89,41.31,8.86,18.31,47.53,8,1495,56.7
2017,79.28,38.84,24.0,16.43,53.73,24.96,9,3025,62.08
2024,97.63,42.26,58.25,2.42,40.83,5.61,4,1002,71.02
2019,75.48,33.07,37.66,7.91,30.15,29.06,4,1360,63.24
2019,77.81,14.25,41.23,12.35,26.88,5.45,8,2091,60.51
2017,85.46,42.71,61.33,5.74,54.34,7.74,6,1867,66.04
2023,85.95,73.95,31.26,3.75,22.08,14.38,4,1122,61.79
2018,86.68,54.42,67.96,9.51,3.65,51.57,4,968,72.46
2025,81.75,44.77,17.33,13.48,30.04,55.48,6,1857,60.55
2019,65.71,41.85,42.44,12.61,35.7,49.58,10,2036,50.0
2018,90.7,45.27,23.16,9.2,17.22,20.04,6,1131,61.18
2019,65.68,51.57,19.8,7.84,20.8,16.35,5,1163,50.0
2021,78.72,30.83,87.1,4.31,27.09,32.95,2,1123,66.22
2023,69.21,58.37,17.88,12.42,4.19,43.31,8,1377,50.0
2021,75.42,53.58,38.05,12.01,48.19,59.6,6,2060,59.61
2019,78.96,53.62,17.06,3.73,26.96,7.89,5,1025,56.15
2024,78.89,50.26,65.89,9.2,62.08,2.96,10,2320,57.72
2024,79.8,45.24,29.59,10.93,46.88,41.66,2,2094,67.35
2021,90.52,53.07,61.17,12.54,25.42,49.93,10,1851,68.41
2024,80.08,52.1,49.49,7.06,13.88,50.78,1,919,65.37
2019,73.8,40.75,100.83,4.42,34.28,40.71,6,1525,62.51
2017,84.68,38.12,15.01,5.47,45.82,57.24,4,1879,70.38
2021,86.71,46.22,21.01,4.04,10.64,30.66,7,862,60.65
2025,64.95,63.59,59.53,7.17,10.09,54.83,3,844,51.25
2025,81.38,30.13,43.49,6.37,49.7,58.07,4,1675,65.74
2016,82.31,27.39,32.48,26.76,35.01,50.83,5,3432,70.58
2023,73.32,46.98,91.59,12.64,30.72,18.59,5,1942,58.98
2024,88.38,45.61,36.68,13.22,22.97,11.77,4,1720,68.46
2024,74.65,47.08,23.67,9.8,46.29,32.89,3,1877,61.45
2015,77.13,47.93,61.53,5.93,15.73,27.18,7,949,57.48
2020,74.44,42.32,37.32,6.26,15.32,52.67,9,905,50.36
2021,76.14,62.88,38.84,6.62,12.62,6.0,11,1068,51.32
2022,66.13,25.79,51.6,8.27,14.96,15.46,7,1279,50.0
2024,63.04,35.06,52.61,9.33,22.58,45.11,9,1649,50.0
2023,90.35,43.76,20.84,7.39,79.49,5.7,5,2463,69.56
2016,68.38,25.28,31.49,6.21,31.52,19.25,7,1450,57.71
2025,67.08,42.89,16.16,5.17,36.85,23.23,7,1282,50.0
2024,56.62,64.94,43.82,3.2,14.15,37.36,4,439,50.0
2016,70.25,45.25,86.33,15.96,36.19,9.49,6,2344,57.57
2019,64.09,47.77,21.35,27.75,23.81,51.64,4,3424,57.67
2019,90.78,29.88,14.35,15.17,20.42,26.85,5,1885,67.22
2020,85.09,37.6,25.84,3.47,50.5,55.02,6,1874,67.27
2017,69.81,40.5,32.33,11.85,41.99,28.07,3,2274,61.7
2022,96.27,41.19,52.84,13.66,18.49,16.5,5,1689,72.91
2015,84.84,60.38,30.55,5.8,34.46,8.51,7,1621,57.65
2020,73.08,51.69,44.22,9.91,55.56,0.22,9,2410,53.94
2018,53.51,31.66,27.95,5.62,62.07,31.93,7,1918,50.0
2015,96.62,47.96,33.28,18.49,33.26,6.43,6,2923,73.95
2021,63.49,50.98,23.23,9.2,46.56,23.5,6,2085,53.29
2023,61.19,58.68,19.2,4.26,38.77,35.36,7,1378,50.0
2018,85.2,63.97,53.79,11.04,28.38,16.54,3,1605,65.03
2018,97.96,32.82,29.02,13.95,18.03,10.51,7,1988,75.38
2020,88.46,35.27,45.86,8.32,36.07,46.48,10,1785,67.16
2017,81.08,29.91,23.02,9.85,26.17,56.81,6,1704,64.8
2020,81.35,42.19,36.8,7.09,37.09,6.03,8,1509,62.54
2021,83.68,50.6,9.47,3.74,17.46,9.34,5,942,59.33
2025,82.83,56.85,30.2,6.75,36.56,57.6,5,1719,59.92
2024,78.53,44.09,24.42,10.11,15.57,2.27,9,1230,54.64
2024,76.94,41.16,64.58,6.84,12.27,58.66,3,702,57.79
2017,75.44,46.82,17.47,11.95,54.12,0.28,4,2593,61.56
2021,69.21,34.98,34.01,5.84,33.35,52.42,11,1105,50.0
2017,73.47,70.07,43.54,6.07,11.61,18.44,6,895,50.0
2016,60.76,25.71,60.12,12.17,28.27,56.32,10,1782,50.0
2024,75.11,47.22,56.04,8.44,32.02,19.02,2,1822,60.35
2018,67.1,69.28,35.44,5.77,37.28,39.26,5,1410,50.5
2022,66.07,45.08,38.08,13.74,46.29,4.8,3,2662,59.09
2023,77.62,42.72,64.55,4.89,30.69,14.54,8,1139,54.68
2021,88.53,40.71,35.09,4.78,16.34,46.42,7,1042,65.28
2015,84.26,42.84,40.2,2.0,11.29,31.72,6,843,58.53
2017,61.87,61.47,65.6,5.3,29.2,55.68,7,1041,50.0
2023,67.09,18.46,107.81,16.2,39.11,25.73,7,2570,60.72
2015,84.47,63.4,41.97,2.13,21.2,52.19,7,1227,58.89
2023,67.16,27.91,47.86,4.17,17.59,26.94,8,848,50.0
2022,73.98,41.8,55.2,9.62,17.82,58.75,7,1370,58.47
2015,80.95,39.85,65.29,2.0,18.5,57.59,4,794,66.01
2020,67.28,52.06,60.87,5.44,28.72,19.75,12,1242,50.0
2019,76.95,25.82,26.77,14.65,24.41,53.16,7,1695,59.1
2020,63.99,50.55,43.41,25.17,10.04,50.86,7,2846,53.93
2024,70.59,69.29,61.08,8.79,50.71,12.64,6,1743,53.93
2019,78.88,28.64,72.11,4.24,45.75,37.46,12,1471,58.28
2020,61.66,47.28,34.04,4.15,20.27,4.36,5,1119,50.0
2019,79.96,37.06,42.88,8.06,27.09,50.2,8,1379,57.58
2025,75.82,50.11,45.4,8.75,12.36,10.47,2,1015,56.1
2019,80.97,45.23,37.43,22.53,21.26,4.25,12,2830,57.87
2018,78.02,37.3,42.32,13.23,1.78,24.01,3,1148,60.58
2017,88.28,50.85,9.11,7.77,21.27,34.62,4,1050,65.55
2017,77.13,66.65,120.0,6.04,36.18,51.3,4,1528,64.8
2018,72.14,42.71,33.3,45.1,22.92,58.45,2,4824,68.12
2023,77.1,53.64,34.67,10.76,23.83,26.37,6,1394,59.92
2016,80.89,29.48,13.39,4.95,43.91,3.63,10,1682,59.32
2023,76.44,33.52,11.99,6.46,32.41,44.95,4,1507,57.69
2015,76.37,50.67,47.03,4.36,15.64,33.91,8,741,54.02
2015,69.68,62.81,61.2,2.0,39.22,26.87,6,1118,50.88
2019,70.03,49.27,55.67,8.91,23.27,18.56,4,1513,55.64
2020,63.38,41.24,22.98,21.53,60.21,30.14,6,3765,59.63
2020,91.75,44.99,54.05,2.78,25.48,20.32,9,850,67.71
2017,64.81,30.0,34.38,7.64,11.76,45.42,2,1137,55.97
2021,69.76,52.25,30.02,4.83,17.59,32.63,7,1001,50.44
2023,69.53,55.59,16.44,10.1,22.85,52.61,6,1689,52.49
2025,84.05,39.57,24.61,6.66,47.72,32.61,6,1833,64.89
2024,73.35,39.36,47.58,3.27,20.13,14.3,9,649,52.99
2022,87.23,48.19,43.18,4.1,10.51,51.07,4,569,64.36
2020,69.94,39.76,39.98,4.49,13.69,33.43,3,830,52.62
2022,78.51,44.21,8.78,16.55,7.03,12.41,5,2076,55.26
2019,68.48,70.2,40.19,16.05,32.96,37.41,4,2262,56.87
2022,95.31,42.04,26.55,6.13,22.1,21.46,6,1280,68.92
2024,65.31,40.7,43.34,15.44,38.72,50.66,11,2375,50.0
2018,78.79,37.23,66.27,6.66,41.48,27.2,10,1689,60.79
2024,81.7,53.93,28.74,6.07,25.06,43.59,8,1476,57.92
2022,79.72,42.83,38.68,7.65,47.4,5.73,1,2049,65.64
2024,74.33,37.21,91.32,8.77,5.75,23.76,5,753,57.16
2016,74.83,60.86,42.24,5.29,38.55,58.99,5,1364,57.62
2019,76.39,62.04,36.24,7.49,48.71,48.51,11,2155,56.09
2023,74.68,37.79,23.2,11.85,26.27,9.6,7,1808,57.84
2018,84.67,22.6,54.8,7.99,18.81,16.67,5,1022,61.64
2025,95.89,57.09,20.98,7.58,54.91,19.79,9,1946,68.67
2020,70.98,36.78,67.72,9.94,14.41,39.02,6,1431,56.69
2015,63.67,54.49,50.92,11.02,28.68,45.42,5,1943,53.11
2023,75.21,21.36,27.07,7.12,17.42,44.97,5,1115,60.57
2015,98.0,55.71,23.64,5.56,16.35,30.59,2,1382,73.46
2019,68.77,30.47,23.96,8.28,10.41,48.65,7,1195,52.97
2018,90.75,53.77,12.13,2.84,51.95,26.22,11,1525,62.69
2017,91.1,45.17,46.46,6.51,14.1,7.43,6,824,62.69
2020,71.02,33.55,9.55,2.0,19.43,33.87,9,500,50.0
2016,81.12,40.12,35.04,2.7,37.07,57.14,6,1244,61.73
2017,90.66,53.24,33.86,2.47,26.71,47.58,11,815,60.02
2019,72.59,46.27,30.76,13.85,18.16,34.72,5,2071,56.91
2023,74.17,52.01,46.3,7.45,17.25,38.81,5,1403,58.07
2016,70.76,68.72,27.1,3.47,27.46,55.83,7,1130,51.31
2024,66.87,26.23,40.24,9.92,18.1,25.7,15,1183,50.0
2022,70.16,64.41,67.71,13.37,39.13,19.88,7,2128,54.52
2016,64.98,46.25,49.08,10.03,37.93,58.63,14,2127,50.0
2025,76.31,34.21,29.32,6.6,29.65,51.81,1,1267,63.65
2019,69.07,29.04,36.82,8.5,35.26,19.38,1,1891,60.05
2021,78.1,42.73,30.78,12.69,19.37,27.83,9,1775,56.9
2022,62.0,56.06,33.61,5.58,26.83,24.9,3,1210,50.0
2015,78.98,43.47,40.88,7.52,18.22,8.95,5,1044,55.04
2020,83.5,63.13,15.99,6.33,52.62,57.47,3,1900,67.92
2015,58.06,27.59,13.77,2.81,12.48,24.26,7,613,50.0
2016,79.37,44.85,22.09,12.81,25.08,52.52,6,2029,62.3
2015,87.05,29.97,47.41,25.39,28.58,11.36,6,2967,69.41
2025,65.11,49.36,50.69,4.37,26.21,32.87,8,1024,50.0
2019,91.05,55.64,54.49,13.17,48.7,1.44,10,2476,64.68
2024,79.77,39.95,22.59,4.46,21.66,45.85,5,1084,57.88
2023,69.65,13.75,38.57,8.0,28.06,34.85,9,1298,53.82
2020,75.5,47.39,29.81,18.26,34.66,37.54,9,2364,55.93
2025,81.02,50.24,34.35,5.41,29.43,3.1,7,1371,57.68
2025,76.68,49.85,29.53,7.32,31.14,12.66,5,1201,57.18
2015,80.85,59.83,42.07,2.51,16.71,4.46,7,887,53.62
2015,67.71,32.15,25.27,4.96,10.41,17.33,11,703,50.0
2016,77.52,53.16,63.99,2.35,19.71,37.65,4,438,63.22
2023,63.28,59.31,64.27,9.56,38.68,33.97,2,1789,53.65
2017,75.0,23.66,46.67,12.17,28.95,36.73,10,1948,58.51
2015,67.86,48.84,60.3,6.47,25.56,32.96,1,1158,61.11
2019,69.38,38.95,15.61,8.77,22.44,16.38,5,1398,53.99
2021,87.12,44.02,65.84,6.08,60.1,14.67,8,2213,66.21
2020,85.82,49.17,44.43,11.52,57.06,8.22,2,2485,70.47
2015,81.48,39.15,26.12,7.99,25.67,50.94,9,1232,56.65
2019,66.17,36.89,24.69,2.24,8.33,36.99,6,368,50.0
2019,73.15,45.41,76.91,12.99,75.59,11.19,7,3378,64.48
2020,86.92,31.95,54.92,5.85,81.97,10.63,7,2908,69.72
2017,77.28,31.97,33.87,3.45,48.54,52.38,9,1178,55.13
2019,96.87,53.15,15.5,5.68,23.47,44.56,11,1323,61.86
2021,79.54,31.21,67.5,2.36,56.87,39.56,7,1691,65.87
2019,77.73,53.0,19.29,3.49,44.36,24.41,7,1607,57.02
2019,73.22,50.55,30.1,8.05,27.42,15.72,3,1351,56.9
2019,77.2,24.29,33.85,8.47,31.47,58.77,9,1273,56.27
2024,74.63,36.87,24.48,8.88,11.64,47.83,2,1240,56.91
2024,82.37,59.33,33.05,7.4,46.49,18.11,6,1696,63.01
2017,84.61,33.23,36.53,4.88,43.09,50.85,8,1291,63.35
2015,68.93,39.43,32.69,7.15,24.72,45.54,3,1060,57.42
2019,64.02,50.54,43.13,5.68,9.71,17.82,5,891,50.0
2023,59.47,54.4,78.32,2.79,16.67,25.59,5,706,50.0
2015,80.57,41.98,15.97,4.65,13.54,11.16,3,921,60.62
2017,66.07,37.83,39.77,12.6,39.32,6.66,3,2301,57.81
2018,56.62,62.07,19.41,19.16,26.01,43.37,7,2395,50.0
2015,79.5,65.87,15.03,10.92,44.94,16.05,7,2148,57.27
2015,98.0,56.75,58.03,18.66,7.48,49.2,7,1867,73.95
2022,75.95,46.02,41.52,7.78,40.79,59.74,5,1721,63.97
2016,83.55,35.3,14.45,21.02,30.73,4.6,5,2591,64.87
2022,76.74,35.03,33.04,25.35,39.48,28.38,7,3465,63.12
2021,75.11,51.27,22.12,2.61,15.12,48.12,9,820,54.27
2024,84.27,50.02,8.64,8.44,25.11,47.34,10,1282,56.09
2024,73.39,61.82,33.65,7.78,21.5,45.6,12,1507,50.73
2016,78.41,52.81,51.6,5.73,46.48,20.94,7,1727,58.95
2020,78.9,26.96,48.99,9.93,7.97,27.23,8,1186,53.63
2020,69.99,57.62,29.64,7.57,10.86,35.7,10,685,50.0
2017,84.93,33.02,59.39,4.75,11.97,58.44,3,426,59.9
2025,74.43,40.39,70.35,7.27,10.95,19.65,4,991,53.23
2016,69.2,48.0,52.02,15.22,12.02,55.39,7,1889,56.04
2015,80.83,68.95,27.02,8.24,24.89,16.16,6,1285,57.79
2020,67.91,80.0,34.23,10.76,32.87,59.34,6,2145,51.93
2019,76.25,52.28,77.09,6.26,9.22,40.22,5,957,58.61
2025,75.92,42.8,30.84,9.69,24.2,27.81,8,1362,50.0
2023,85.77,51.41,49.07,3.58,30.31,36.8,7,1103,63.8
2015,80.27,55.65,24.29,5.47,40.3,16.35,8,1973,58.59
2021,75.77,41.15,59.59,6.95,5.06,16.45,6,563,54.11
2019,83.36,66.54,22.75,3.44,34.49,6.81,7,1284,57.12
2019,88.51,47.76,35.02,4.49,30.35,6.84,6,1127,63.93
2016,81.02,50.97,48.2,8.92,23.89,20.86,9,1571,57.5
2025,76.09,52.99,84.91,7.99,17.09,45.77,4,1414,57.41
2017,64.19,50.06,41.13,11.99,10.81,36.48,6,1339,53.76
2021,66.41,55.07,31.86,5.15,7.21,6.16,9,871,50.0
2020,73.25,37.59,30.6,7.65,38.81,51.13,5,2097,57.7
2016,70.51,38.3,58.3,4.94,8.73,36.08,10,699,50.0
2020,74.32,31.8,46.25,11.29,11.7,57.65,6,1506,58.54
2016,76.51,50.27,51.09,15.1,32.25,40.21,6,2134,63.31
2016,80.77,54.35,74.4,9.87,2.69,10.51,6,1009,53.37
2016,75.37,50.49,37.83,13.97,26.89,28.43,8,1967,55.08
2025,80.38,65.09,44.62,7.53,19.52,38.91,3,1347,57.87
2017,76.58,44.93,30.37,11.98,30.46,1.7,5,2116,58.26
2016,58.22,53.02,23.77,7.73,14.97,0.89,5,1089,50.0
2018,67.55,31.9,26.38,3.99,22.79,7.76,4,1225,52.23
2023,74.7,40.35,7.3,8.57,32.85,15.1,6,1911,54.83
2020,65.11,53.35,47.96,4.07,51.44,25.77,6,1825,50.29
2015,81.4,55.19,45.49,30.07,18.12,29.25,4,3217,69.02
2022,89.78,41.47,47.45,6.05,17.27,8.28,5,896,65.63
2021,86.97,44.14,22.9,10.88,10.92,40.4,4,1160,66.07
2024,74.08,26.79,26.63,7.33,23.12,35.77,6,1446,56.83
2017,89.42,40.72,26.16,3.52,43.11,17.67,9,1195,60.76
2015,77.34,55.68,62.48,2.37,36.32,0.82,5,1255,57.26
2019,72.97,51.9,40.35,11.58,34.38,4.66,3,1765,58.68
2018,70.48,51.01,37.62,18.72,40.87,23.5,8,2948,51.5
2024,73.28,45.6,53.45,4.75,17.91,9.24,5,903,54.84
2022,72.51,45.08,26.21,2.73,1.8,22.61,1,545,55.73
2015,77.53,37.08,44.07,6.08,16.45,37.69,4,1194,60.63
2024,77.45,53.39,90.38,4.21,39.03,32.83,5,1634,62.07
2015,76.03,50.05,67.35,5.0,13.04,13.87,10,1064,50.0
